;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Manu;Evie;tech;tech_gain_passive;tech_at_join;tech_gain_bid
176;176;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];10;0;-10;-10;576;-4;347;603;10.0;9.0;20.0;10.0
177;177;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];11;18;-10;-10;566;-4;340;602;26.0;6.0;;
178;178;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];57;9;-10;-10;556;-4;384;592;9.0;9.0;10.0;1.0
179;179;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];20;3;-10;-10;546;-4;377;600;17.0;7.0;20.0;3.0
180;180;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];10;3;-10;-10;546;-4;364;590;0.0;0.0;5.0;5.0
181;181;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];35;26;-10;-10;536;-4;357;613;12.0;7.0;;
182;182;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];36;1;-10;-10;526;-4;380;603;4.0;4.0;11.0;7.0
183;183;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];6;13;-10;-10;522;-4;373;596;14.0;3.0;18.0;4.0
184;184;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];28;6;-10;-10;512;-4;388;586;0.0;0.0;9.0;9.0
185;185;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];17;6;-10;-10;519;-4;381;574;18.0;9.0;18.0;0.0
186;186;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];28;18;-10;-10;509;-4;368;592;1.0;1.0;1.0;0.0
187;187;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];32;29;-10;-10;499;-4;361;612;7.0;6.0;9.0;2.0
188;188;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];42;5;-10;-10;531;-4;348;602;7.0;7.0;15.0;8.0
189;189;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];21;5;-10;-10;521;-4;357;590;3.0;3.0;5.0;2.0
190;190;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];27;16;-10;-10;538;-4;349;580;10.0;5.0;17.0;7.0
191;191;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu'];24;16;-10;-10;552;-4;337;573;10.0;10.0;16.0;6.0
192;192;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];33;0;-10;-10;575;-4;324;563;7.0;7.0;17.0;10.0
193;193;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];30;19;-10;-10;595;-4;317;551;18.0;1.0;;
194;194;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];60;4;-10;-10;585;-4;364;541;0.0;0.0;10.0;10.0
195;195;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];16;8;-10;-10;575;-4;357;545;10.0;0.0;14.0;4.0
196;196;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];16;4;-10;-10;581;-4;344;535;10.0;10.0;10.0;0.0
197;197;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];50;2;-10;-10;571;-4;337;573;17.0;7.0;20.0;3.0
198;198;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];15;17;-10;-10;561;-4;329;578;28.0;8.0;;
199;199;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];39;31;-10;-10;551;-4;356;566;5.0;5.0;9.0;4.0
200;200;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];39;2;-10;-10;580;-4;343;556;0.0;0.0;2.0;2.0
201;201;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];10;17;-10;-10;570;-4;336;554;9.0;7.0;13.0;4.0
202;201;3;['Manu'];;Evie;['AlwaysLauncher', 'Manu', 'Evie'];32;17;-10;-10;565;-4;328;581;;;;
