;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Manu;Evie;tech;tech_gain_passive;tech_at_join;tech_gain_bid
175;175;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];7;10;-5;-10;245;-10;459;694;28.0;3.0;;
176;176;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu'];21;22;-5;-10;235;-10;467;689;10.0;10.0;;
177;177;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];33;15;-5;-10;258;-10;455;677;1.0;1.0;8.0;7.0
178;178;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];23;9;-5;-10;248;-10;465;667;1.0;1.0;1.0;0.0
179;179;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];13;2;-5;-10;238;-10;458;668;3.0;2.0;8.0;5.0
180;180;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];7;5;-5;-10;228;-10;450;665;13.0;5.0;17.0;4.0
181;181;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];45;18;-5;-10;263;-10;443;653;17.0;0.0;17.0;
182;182;2;['Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];38;7;-5;-10;253;-10;433;679;4.0;4.0;10.0;6.0
183;183;4;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu'];44;2;-5;-10;287;-10;419;674;4.0;4.0;7.0;3.0
184;184;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];7;72;-5;-10;277;-10;411;671;15.0;8.0;;
185;185;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];79;19;-5;-10;267;-10;478;664;1.0;1.0;1.0;0.0
186;186;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];46;8;-5;-10;257;-10;470;700;9.0;8.0;13.0;4.0
187;187;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];13;9;-5;-10;247;-10;463;701;14.0;1.0;17.0;3.0
188;188;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];21;6;-5;-10;258;-10;455;691;26.0;9.0;26.0;
189;189;2;['Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];22;9;-5;-10;248;-10;467;679;6.0;6.0;9.0;3.0
190;190;4;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];15;4;-5;-10;238;-10;468;669;10.0;10.0;14.0;4.0
191;191;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu'];14;4;-5;-10;228;-10;469;664;1.0;1.0;;
192;191;2;['Manu', 'Evie'];2;Manu;['AlwaysLauncher', 'Manu'];14;4;-5;-10;228;-10;467;662;;;7.0;0.0
193;192;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];18;10;-5;-10;218;-10;459;670;15.0;8.0;23.0;8.0
194;193;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];28;5;-5;-10;208;-10;447;686;5.0;5.0;14.0;9.0
195;194;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];12;17;-5;-10;198;-10;446;676;2.0;2.0;3.0;1.0
196;195;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];23;5;-5;-10;188;-10;439;687;7.0;4.0;10.0;3.0
197;196;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];69;3;-5;-10;178;-10;431;746;15.0;5.0;15.0;0.0
198;197;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];22;10;-5;-10;168;-10;424;756;16.0;1.0;16.0;
199;198;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];15;2;-5;-10;173;-10;419;744;17.0;1.0;17.0;
200;199;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;2;-5;-10;175;-10;414;732;26.0;9.0;26.0;
201;200;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];12;4;-5;-10;165;-10;409;732;26.0;0.0;26.0;
202;201;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];38;112;-5;-10;155;-10;404;758;27.0;1.0;;
203;201;4;['Manu'];;Manu;['AlwaysLauncher', 'Manu', 'Evie'];214;112;-5;-10;150;-10;609;753;;;;
